date,date_format,open,close
"Sep 30, 2015",20150930,3052.84,3052.78
"Sep 29, 2015",20150929,3055.22,3038.14
"Sep 28, 2015",20150928,3085.57,3100.76
"Sep 25, 2015",20150925,3130.85,3092.35
"Sep 24, 2015",20150924,3126.49,3142.69
"Sep 23, 2015",20150923,3137.72,3115.89
"Sep 22, 2015",20150922,3161.32,3185.62
"Sep 21, 2015",20150921,3072.09,3156.54
"Sep 18, 2015",20150918,3100.28,3097.92
"Sep 17, 2015",20150917,3131.98,3086.06
"Sep 16, 2015",20150916,2998.04,3152.26
"Sep 15, 2015",20150915,3043.8,3005.17
"Sep 14, 2015",20150914,3221.17,3114.8
"Sep 11, 2015",20150911,3189.48,3200.23
"Sep 10, 2015",20150910,3190.55,3197.89
"Sep 9, 2015",20150909,3182.55,3243.09
"Sep 8, 2015",20150908,3054.44,3170.45
"Sep 7, 2015",20150907,3149.38,3080.42
"Sep 2, 2015",20150902,3027.68,3160.17
"Sep 1, 2015",20150901,3157.83,3166.62
"Aug 31, 2015",20150831,3203.56,3205.99
"Aug 28, 2015",20150828,3125.26,3232.35
"Aug 27, 2015",20150827,2978.03,3083.59
"Aug 26, 2015",20150826,2980.79,2927.29
"Aug 25, 2015",20150825,3004.13,2964.97
"Aug 24, 2015",20150824,3373.48,3209.9
"Aug 21, 2015",20150821,3609.96,3507.74
"Aug 20, 2015",20150820,3754.57,3664.29
"Aug 19, 2015",20150819,3646.8,3794.11
"Aug 18, 2015",20150818,3999.13,3748.16
"Aug 17, 2015",20150817,3947.84,3993.67
"Aug 14, 2015",20150814,3976.41,3965.33
"Aug 13, 2015",20150813,3869.91,3954.56
"Aug 12, 2015",20150812,3881.23,3886.32
"Aug 11, 2015",20150811,3928.81,3927.91
"Aug 10, 2015",20150810,3786.03,3928.42
"Aug 7, 2015",20150807,3692.61,3744.2
"Aug 6, 2015",20150806,3625.5,3661.54
"Aug 5, 2015",20150805,3745.65,3694.57
"Aug 4, 2015",20150804,3621.85,3756.54
"Aug 3, 2015",20150803,3614.99,3622.91
"Jul 31, 2015",20150731,3655.67,3663.73
"Jul 30, 2015",20150730,3773.79,3705.77
"Jul 29, 2015",20150729,3689.82,3789.17
"Jul 28, 2015",20150728,3573.14,3663.0
"Jul 27, 2015",20150727,3985.57,3725.56
"Jul 24, 2015",20150724,4124.75,4070.91
"Jul 23, 2015",20150723,4022.27,4123.92
"Jul 22, 2015",20150722,3996.43,4026.04
"Jul 21, 2015",20150721,3939.9,4017.67
"Jul 20, 2015",20150720,3948.42,3992.11
"Jul 17, 2015",20150717,3831.42,3957.35
"Jul 16, 2015",20150716,3758.5,3823.18
"Jul 15, 2015",20150715,3874.97,3805.7
"Jul 14, 2015",20150714,3958.37,3924.49
"Jul 13, 2015",20150713,3918.99,3970.39
"Jul 10, 2015",20150710,3707.46,3877.8
"Jul 9, 2015",20150709,3432.45,3709.33
"Jul 8, 2015",20150708,3467.4,3507.19
"Jul 7, 2015",20150707,3654.78,3727.12
"Jul 6, 2015",20150706,3975.21,3775.91
"Jul 3, 2015",20150703,3793.71,3686.92
"Jul 2, 2015",20150702,4058.62,3912.77
"Jul 1, 2015",20150701,4214.15,4053.7
"Jun 30, 2015",20150630,4006.75,4277.22
"Jun 29, 2015",20150629,4289.77,4053.03
"Jun 26, 2015",20150626,4399.93,4192.87
"Jun 25, 2015",20150625,4711.76,4527.78
"Jun 24, 2015",20150624,4604.58,4690.15
"Jun 23, 2015",20150623,4471.61,4576.49
"Jun 19, 2015",20150619,4689.93,4478.36
"Jun 18, 2015",20150618,4942.52,4785.36
"Jun 17, 2015",20150617,4890.55,4967.9
"Jun 16, 2015",20150616,5004.41,4887.43
"Jun 15, 2015",20150615,5174.42,5062.99
"Jun 12, 2015",20150612,5143.34,5166.35
"Jun 11, 2015",20150611,5101.44,5121.59
"Jun 10, 2015",20150610,5049.2,5106.04
"Jun 9, 2015",20150609,5145.98,5113.53
"Jun 8, 2015",20150608,5045.69,5131.88
"Jun 5, 2015",20150605,5016.09,5023.1
"Jun 4, 2015",20150604,4912.95,4947.1
"Jun 3, 2015",20150603,4924.38,4909.98
"Jun 2, 2015",20150602,4844.7,4910.53
"Jun 1, 2015",20150601,4633.1,4828.74
"May 29, 2015",20150529,4603.47,4611.74
"May 28, 2015",20150528,4943.74,4620.27
"May 27, 2015",20150527,4932.85,4941.71
"May 26, 2015",20150526,4854.85,4910.9
"May 25, 2015",20150525,4660.08,4813.8
"May 22, 2015",20150522,4584.98,4657.6
"May 21, 2015",20150521,4456.43,4529.42
"May 20, 2015",20150520,4434.98,4446.29
"May 19, 2015",20150519,4285.78,4417.55
"May 18, 2015",20150518,4277.89,4283.49
"May 15, 2015",20150515,4366.82,4308.69
"May 14, 2015",20150514,4372.82,4378.31
"May 13, 2015",20150513,4402.38,4375.76
"May 12, 2015",20150512,4342.37,4401.22
"May 11, 2015",20150511,4231.27,4333.58
"May 8, 2015",20150508,4152.98,4205.92
"May 7, 2015",20150507,4197.9,4112.21
"May 6, 2015",20150506,4311.64,4229.27
"May 5, 2015",20150505,4479.85,4298.71
"May 4, 2015",20150504,4441.34,4480.46
"Apr 30, 2015",20150430,4483.01,4441.66
"Apr 29, 2015",20150429,4446.12,4476.62
"Apr 28, 2015",20150428,4527.64,4476.21
"Apr 27, 2015",20150427,4441.93,4527.4
